COUNTY,Total Active Cases,Total Recovered,Total Deaths,Date
Pembina,4,1,0,12/31/2020
Pierce,12,1,0,12/31/2020
Ramsey,45,4,0,12/31/2020
Ransom,22,1,0,12/31/2020
Renville,5,1,0,12/31/2020
Richland,54,4,0,12/31/2020
Rolette,69,9,1,12/31/2020
Sargent,3,0,1,12/31/2020
Sheridan,0,0,0,12/31/2020
Sioux,12,4,0,12/31/2020
Slope,1,1,0,12/31/2020
Stark,87,6,0,12/31/2020
Steele,2,2,0,12/31/2020
Stutsman,107,16,0,12/31/2020
Towner,10,2,0,12/31/2020
Traill,16,3,0,12/31/2020
Unknown,0,0,0,12/31/2020
Walsh,53,7,0,12/31/2020
Ward,141,16,0,12/31/2020
Wells,4,0,0,12/31/2020
Williams,62,8,0,12/31/2020
Adams,0,0,0,1/1/2021
Barnes,26,2,0,1/1/2021
Benson,23,0,0,1/1/2021
Billings,1,0,0,1/1/2021
Bottineau,7,2,0,1/1/2021
Bowman,7,0,0,1/1/2021
Burke,2,0,0,1/1/2021
Burleigh,239,21,0,1/1/2021
Cass,401,27,0,1/1/2021
Cavalier,4,0,0,1/1/2021
Dickey,30,6,0,1/1/2021
Divide,0,0,0,1/1/2021
Dunn,3,2,0,1/1/2021
Eddy,4,1,0,1/1/2021
Emmons,9,0,0,1/1/2021
Foster,4,0,0,1/1/2021
Golden Valley,9,0,0,1/1/2021
Grand Forks,99,6,0,1/1/2021
Grant,1,0,0,1/1/2021
Griggs,9,0,0,1/1/2021
Hettinger,1,1,0,1/1/2021
Kidder,6,0,0,1/1/2021
LaMoure,13,2,0,1/1/2021
Logan,6,1,0,1/1/2021
McHenry,5,1,0,1/1/2021
McIntosh,0,1,0,1/1/2021
McKenzie,15,0,0,1/1/2021
McLean,15,0,1,1/1/2021
Mercer,13,3,0,1/1/2021
Morton,84,5,0,1/1/2021
Mountrail,23,1,0,1/1/2021
Nelson,11,1,0,1/1/2021
Oliver,1,0,0,1/1/2021
Pembina,4,0,0,1/1/2021
Pierce,10,2,0,1/1/2021
Ramsey,47,3,1,1/1/2021
Ransom,22,2,0,1/1/2021
Renville,5,0,0,1/1/2021
Richland,49,6,0,1/1/2021
Rolette,63,10,0,1/1/2021
Sargent,3,0,0,1/1/2021
Sheridan,0,0,0,1/1/2021
Sioux,11,1,0,1/1/2021
Slope,1,0,0,1/1/2021
Stark,87,4,0,1/1/2021
Steele,1,1,0,1/1/2021
Stutsman,105,4,0,1/1/2021
Towner,10,0,0,1/1/2021
Traill,17,0,0,1/1/2021
Unknown,0,0,0,1/1/2021
Walsh,52,2,0,1/1/2021
Ward,145,6,0,1/1/2021
Wells,3,1,0,1/1/2021
Williams,62,5,0,1/1/2021
Adams,0,0,0,1/2/2021
Barnes,23,4,0,1/2/2021
Benson,17,6,0,1/2/2021
Billings,1,0,0,1/2/2021
Bottineau,6,1,0,1/2/2021
Bowman,5,2,0,1/2/2021
Burke,2,0,0,1/2/2021
Burleigh,219,40,1,1/2/2021
Cass,380,62,1,1/2/2021
Cavalier,4,0,0,1/2/2021
Dickey,30,1,0,1/2/2021
Divide,1,0,0,1/2/2021
Dunn,3,0,0,1/2/2021
Eddy,4,0,0,1/2/2021
Emmons,10,0,0,1/2/2021
Foster,4,2,0,1/2/2021
Golden Valley,10,0,0,1/2/2021
Grand Forks,121,12,1,1/2/2021
Grant,0,1,0,1/2/2021
Griggs,9,0,0,1/2/2021
Hettinger,0,1,0,1/2/2021
Kidder,5,1,0,1/2/2021
LaMoure,11,2,0,1/2/2021
Logan,6,0,0,1/2/2021
McHenry,6,0,0,1/2/2021
McIntosh,0,0,0,1/2/2021
McKenzie,20,0,0,1/2/2021
McLean,16,1,0,1/2/2021
Mercer,11,2,0,1/2/2021
Morton,75,15,0,1/2/2021
Mountrail,22,3,0,1/2/2021
Nelson,12,0,0,1/2/2021
Oliver,1,0,0,1/2/2021
Pembina,5,0,0,1/2/2021
Pierce,8,2,0,1/2/2021
Ramsey,44,4,0,1/2/2021
Ransom,19,3,0,1/2/2021
Renville,2,3,0,1/2/2021
Richland,44,9,0,1/2/2021
Rolette,59,4,1,1/2/2021
Sargent,3,0,0,1/2/2021
Sheridan,0,0,0,1/2/2021
Sioux,9,2,0,1/2/2021
Slope,1,0,0,1/2/2021
Stark,75,17,0,1/2/2021
Steele,0,1,0,1/2/2021
Stutsman,90,17,0,1/2/2021
Towner,10,0,0,1/2/2021
Traill,17,2,0,1/2/2021
Unknown,0,0,0,1/2/2021
Walsh,52,2,0,1/2/2021
Ward,143,17,0,1/2/2021
Wells,4,0,0,1/2/2021
Williams,58,9,1,1/2/2021
Adams,2,0,0,1/3/2021
Barnes,23,1,0,1/3/2021
Benson,16,1,0,1/3/2021
Billings,1,0,0,1/3/2021
Bottineau,7,0,0,1/3/2021
Bowman,4,1,0,1/3/2021
Burke,0,2,0,1/3/2021
Burleigh,216,19,0,1/3/2021
Cass,401,41,1,1/3/2021
Cavalier,4,0,0,1/3/2021
Dickey,27,3,0,1/3/2021
Divide,1,0,0,1/3/2021
Dunn,4,0,0,1/3/2021
Eddy,4,0,0,1/3/2021
Emmons,13,0,0,1/3/2021
Foster,4,0,0,1/3/2021
Golden Valley,10,0,0,1/3/2021
Grand Forks,127,9,0,1/3/2021
Grant,1,0,0,1/3/2021
Griggs,6,3,0,1/3/2021
Hettinger,3,0,0,1/3/2021
Kidder,2,3,0,1/3/2021
LaMoure,11,0,0,1/3/2021
Logan,3,3,0,1/3/2021
McHenry,7,0,0,1/3/2021
McIntosh,0,0,0,1/3/2021
McKenzie,20,0,0,1/3/2021
McLean,18,0,0,1/3/2021
Mercer,9,2,0,1/3/2021
Morton,82,5,0,1/3/2021
Mountrail,32,0,0,1/3/2021
Nelson,13,0,0,1/3/2021
Oliver,1,0,0,1/3/2021
Pembina,5,0,0,1/3/2021
Pierce,9,0,0,1/3/2021
Ramsey,39,4,1,1/3/2021
Ransom,18,1,0,1/3/2021
Renville,2,0,0,1/3/2021
Richland,45,3,0,1/3/2021
Rolette,63,6,0,1/3/2021
Sargent,2,1,0,1/3/2021
Sheridan,0,0,0,1/3/2021
Sioux,10,0,1,1/3/2021
Slope,1,0,0,1/3/2021
Stark,77,4,0,1/3/2021
Steele,0,0,0,1/3/2021
Stutsman,80,11,0,1/3/2021
Towner,11,1,0,1/3/2021
Traill,15,3,0,1/3/2021
Unknown,0,0,0,1/3/2021
Walsh,42,10,0,1/3/2021
Ward,150,15,0,1/3/2021
Wells,4,0,0,1/3/2021
Williams,58,2,0,1/3/2021
Adams,2,0,0,1/4/2021
Barnes,28,1,0,1/4/2021
Benson,12,5,1,1/4/2021
Billings,1,0,0,1/4/2021
Bottineau,8,0,0,1/4/2021
Bowman,6,0,0,1/4/2021
Burke,0,0,0,1/4/2021
Burleigh,208,24,0,1/4/2021
Cass,413,52,1,1/4/2021
Cavalier,4,0,0,1/4/2021
Dickey,21,8,0,1/4/2021
Divide,1,0,0,1/4/2021
Dunn,5,0,0,1/4/2021
Eddy,3,1,0,1/4/2021
Emmons,14,0,0,1/4/2021
Foster,6,1,0,1/4/2021
Golden Valley,9,1,0,1/4/2021
Grand Forks,134,8,0,1/4/2021
Grant,1,0,0,1/4/2021
Griggs,4,2,0,1/4/2021
Hettinger,4,0,0,1/4/2021
Kidder,2,0,0,1/4/2021
LaMoure,14,0,0,1/4/2021
Logan,3,0,0,1/4/2021
McHenry,6,1,0,1/4/2021
McIntosh,0,0,0,1/4/2021
McKenzie,25,3,0,1/4/2021
McLean,19,1,0,1/4/2021
Mercer,8,4,0,1/4/2021
Morton,83,7,0,1/4/2021
Mountrail,32,2,0,1/4/2021
Nelson,13,2,0,1/4/2021
Oliver,1,0,0,1/4/2021
Pembina,5,0,0,1/4/2021
Pierce,9,1,0,1/4/2021
Ramsey,39,5,0,1/4/2021
Ransom,19,4,0,1/4/2021
Renville,3,0,0,1/4/2021
Richland,39,10,0,1/4/2021
Rolette,64,6,0,1/4/2021
Sargent,4,0,0,1/4/2021
Sheridan,0,0,0,1/4/2021
Sioux,11,0,0,1/4/2021
Slope,2,0,0,1/4/2021
Stark,71,11,0,1/4/2021
Steele,0,0,0,1/4/2021
Stutsman,79,15,0,1/4/2021
Towner,11,1,0,1/4/2021
Traill,15,0,0,1/4/2021
Unknown,0,0,0,1/4/2021
Walsh,43,5,0,1/4/2021
Ward,154,13,1,1/4/2021
Wells,5,0,0,1/4/2021
Williams,78,7,0,1/4/2021
Adams,3,0,0,1/5/2021
Barnes,30,3,0,1/5/2021
Benson,10,2,0,1/5/2021
Billings,1,0,0,1/5/2021
Bottineau,9,1,0,1/5/2021
Bowman,4,2,0,1/5/2021
Burke,0,0,0,1/5/2021
Burleigh,226,24,1,1/5/2021
Cass,419,43,0,1/5/2021
Cavalier,5,0,0,1/5/2021
Dickey,18,4,0,1/5/2021
Divide,3,0,0,1/5/2021
Dunn,5,1,0,1/5/2021
Eddy,2,2,0,1/5/2021
Emmons,19,0,0,1/5/2021
Foster,6,2,0,1/5/2021
Golden Valley,9,1,0,1/5/2021
Grand Forks,136,13,1,1/5/2021
Grant,2,0,0,1/5/2021
Griggs,4,1,0,1/5/2021
Hettinger,4,0,0,1/5/2021
Kidder,3,0,0,1/5/2021
LaMoure,14,2,0,1/5/2021
Logan,2,1,0,1/5/2021
McHenry,8,0,0,1/5/2021
McIntosh,1,0,0,1/5/2021
McKenzie,31,2,0,1/5/2021
McLean,17,3,0,1/5/2021
Mercer,12,1,0,1/5/2021
Morton,90,13,0,1/5/2021
Mountrail,26,8,0,1/5/2021
Nelson,12,2,0,1/5/2021
Oliver,1,0,0,1/5/2021
Pembina,5,0,1,1/5/2021
Pierce,9,1,0,1/5/2021
Ramsey,38,5,0,1/5/2021
Ransom,22,2,0,1/5/2021
Renville,4,0,0,1/5/2021
Richland,32,8,0,1/5/2021
Rolette,110,6,0,1/5/2021
Sargent,4,0,0,1/5/2021
Sheridan,1,0,0,1/5/2021
Sioux,10,3,0,1/5/2021
Slope,2,0,0,1/5/2021
Stark,66,13,0,1/5/2021
Steele,0,0,0,1/5/2021
Stutsman,72,13,0,1/5/2021
Towner,13,0,0,1/5/2021
Traill,14,2,0,1/5/2021
Unknown,0,0,0,1/5/2021
Walsh,48,2,0,1/5/2021
Ward,155,17,1,1/5/2021
Wells,7,0,0,1/5/2021
Williams,70,14,0,1/5/2021
Adams,5,0,0,1/6/2021
Barnes,29,5,0,1/6/2021
Benson,12,4,0,1/6/2021
Billings,1,1,0,1/6/2021
Bottineau,8,1,0,1/6/2021
Bowman,7,0,0,1/6/2021
Burke,0,0,0,1/6/2021
Burleigh,221,34,1,1/6/2021
Cass,445,37,0,1/6/2021
Cavalier,6,0,0,1/6/2021
Dickey,14,9,0,1/6/2021
Divide,4,0,0,1/6/2021
Dunn,5,0,0,1/6/2021
Eddy,4,0,0,1/6/2021
Emmons,19,3,0,1/6/2021
Foster,7,0,0,1/6/2021
Golden Valley,8,1,0,1/6/2021
Grand Forks,137,12,0,1/6/2021
Grant,3,0,0,1/6/2021
Griggs,3,2,0,1/6/2021
Hettinger,4,0,0,1/6/2021
Kidder,3,0,0,1/6/2021
LaMoure,22,2,0,1/6/2021
Logan,4,0,0,1/6/2021
McHenry,8,3,0,1/6/2021
McIntosh,4,0,0,1/6/2021
McKenzie,37,2,0,1/6/2021
McLean,19,2,0,1/6/2021
Mercer,12,0,0,1/6/2021
Morton,85,8,0,1/6/2021
Mountrail,27,2,0,1/6/2021
Nelson,16,2,0,1/6/2021
Oliver,1,0,0,1/6/2021
Pembina,5,0,0,1/6/2021
Pierce,9,1,0,1/6/2021
Ramsey,42,6,0,1/6/2021
Ransom,28,2,0,1/6/2021
Renville,5,0,0,1/6/2021
Richland,37,7,0,1/6/2021
Rolette,109,4,1,1/6/2021
Sargent,5,0,0,1/6/2021
Sheridan,2,0,0,1/6/2021
Sioux,20,1,0,1/6/2021
Slope,1,1,0,1/6/2021
Stark,80,5,0,1/6/2021
Steele,1,0,0,1/6/2021
Stutsman,67,14,1,1/6/2021
Towner,10,3,0,1/6/2021
Traill,11,4,0,1/6/2021
Unknown,0,0,0,1/6/2021
Walsh,49,4,0,1/6/2021
Ward,159,21,1,1/6/2021
Wells,6,1,0,1/6/2021
Williams,93,6,0,1/6/2021
Adams,7,0,0,1/7/2021
Barnes,26,6,0,1/7/2021
Benson,11,2,0,1/7/2021
Billings,1,0,0,1/7/2021
Bottineau,7,2,0,1/7/2021
Bowman,8,0,0,1/7/2021
Burke,0,0,0,1/7/2021
Burleigh,225,27,0,1/7/2021
Cass,441,51,0,1/7/2021
Cavalier,5,1,0,1/7/2021
Dickey,14,5,0,1/7/2021
Divide,4,1,0,1/7/2021
Dunn,5,0,0,1/7/2021
Eddy,5,1,0,1/7/2021
Emmons,19,4,0,1/7/2021
Foster,9,0,0,1/7/2021
Golden Valley,12,6,0,1/7/2021
Grand Forks,145,17,0,1/7/2021
Grant,6,0,0,1/7/2021
Griggs,2,1,0,1/7/2021
Hettinger,5,0,0,1/7/2021
Kidder,3,0,0,1/7/2021
LaMoure,20,4,0,1/7/2021
Logan,5,0,0,1/7/2021
McHenry,8,0,0,1/7/2021
McIntosh,4,0,0,1/7/2021
McKenzie,33,7,0,1/7/2021
McLean,17,6,0,1/7/2021
Mercer,15,1,0,1/7/2021
Morton,96,4,0,1/7/2021
Mountrail,25,3,0,1/7/2021
Nelson,16,2,0,1/7/2021
Oliver,1,0,0,1/7/2021
Pembina,5,0,0,1/7/2021
Pierce,7,2,0,1/7/2021
Ramsey,38,6,0,1/7/2021
Ransom,28,1,0,1/7/2021
Renville,5,0,0,1/7/2021
Richland,40,7,0,1/7/2021
Rolette,103,15,0,1/7/2021
Sargent,4,1,0,1/7/2021
Sheridan,3,0,0,1/7/2021
Sioux,21,1,0,1/7/2021
Slope,1,0,0,1/7/2021
Stark,82,16,0,1/7/2021
Steele,1,0,0,1/7/2021
Stutsman,60,12,0,1/7/2021
Towner,8,3,0,1/7/2021
Traill,15,2,0,1/7/2021
Unknown,0,0,0,1/7/2021
Walsh,54,4,0,1/7/2021
Ward,155,25,1,1/7/2021
Wells,5,1,0,1/7/2021
Williams,94,11,0,1/7/2021
Adams,14,1,0,1/8/2021
Barnes,26,4,0,1/8/2021
Benson,12,0,0,1/8/2021
Billings,2,0,0,1/8/2021
Bottineau,7,0,0,1/8/2021
Bowman,6,2,0,1/8/2021
Burke,0,0,0,1/8/2021
Burleigh,199,35,0,1/8/2021
Cass,421,55,0,1/8/2021
Cavalier,5,0,0,1/8/2021
Dickey,13,1,0,1/8/2021
Divide,5,0,0,1/8/2021
Dunn,4,3,0,1/8/2021
Eddy,5,0,0,1/8/2021
Emmons,20,4,0,1/8/2021
Foster,10,0,0,1/8/2021
Golden Valley,11,3,0,1/8/2021
Grand Forks,136,22,0,1/8/2021
Grant,6,0,0,1/8/2021
Griggs,2,0,0,1/8/2021
Hettinger,6,0,0,1/8/2021
Kidder,5,0,0,1/8/2021
LaMoure,17,3,0,1/8/2021
Logan,6,0,0,1/8/2021
McHenry,8,1,1,1/8/2021
McIntosh,3,1,0,1/8/2021
McKenzie,31,5,0,1/8/2021
McLean,17,1,0,1/8/2021
Mercer,15,4,0,1/8/2021
Morton,88,15,0,1/8/2021
Mountrail,17,8,0,1/8/2021
Nelson,16,0,0,1/8/2021
Oliver,1,0,0,1/8/2021
Pembina,5,1,0,1/8/2021
Pierce,7,1,0,1/8/2021
Ramsey,34,4,1,1/8/2021
Ransom,27,4,0,1/8/2021
Renville,6,0,0,1/8/2021
Richland,37,7,0,1/8/2021
Rolette,98,9,0,1/8/2021
Sargent,5,0,0,1/8/2021
Sheridan,3,0,0,1/8/2021
Sioux,20,1,0,1/8/2021
Slope,1,0,0,1/8/2021
Stark,77,11,0,1/8/2021
Steele,1,0,0,1/8/2021
Stutsman,55,11,0,1/8/2021
Towner,8,1,0,1/8/2021
Traill,14,3,0,1/8/2021
Unknown,0,0,0,1/8/2021
Walsh,41,14,0,1/8/2021
Ward,167,15,0,1/8/2021
Wells,4,1,0,1/8/2021
Williams,102,9,0,1/8/2021
Adams,17,0,0,1/9/2021
Barnes,24,2,0,1/9/2021
Benson,9,3,0,1/9/2021
Billings,2,0,0,1/9/2021
Bottineau,6,1,0,1/9/2021
Bowman,12,1,0,1/9/2021
Burke,0,0,0,1/9/2021
Burleigh,179,26,1,1/9/2021
Cass,386,56,0,1/9/2021
Cavalier,5,0,0,1/9/2021
Dickey,13,1,0,1/9/2021
Divide,4,1,0,1/9/2021
Dunn,4,0,0,1/9/2021
Eddy,5,0,0,1/9/2021
Emmons,16,4,0,1/9/2021
Foster,7,3,0,1/9/2021
Golden Valley,13,0,0,1/9/2021
Grand Forks,130,15,0,1/9/2021
Grant,6,0,0,1/9/2021
Griggs,1,1,0,1/9/2021
Hettinger,5,1,0,1/9/2021
Kidder,5,0,0,1/9/2021
LaMoure,16,1,0,1/9/2021
Logan,4,2,0,1/9/2021
McHenry,7,1,0,1/9/2021
McIntosh,3,1,0,1/9/2021
McKenzie,31,3,0,1/9/2021
McLean,15,2,0,1/9/2021
Mercer,14,1,0,1/9/2021
Morton,79,14,0,1/9/2021
Mountrail,14,3,0,1/9/2021
Nelson,16,0,0,1/9/2021
Oliver,1,0,0,1/9/2021
Pembina,5,0,0,1/9/2021
Pierce,6,0,1,1/9/2021
Ramsey,31,4,0,1/9/2021
Ransom,26,5,0,1/9/2021
Renville,5,1,0,1/9/2021
Richland,29,8,0,1/9/2021
Rolette,86,12,0,1/9/2021
Sargent,4,1,0,1/9/2021
Sheridan,3,0,0,1/9/2021
Sioux,21,0,0,1/9/2021
Slope,1,0,0,1/9/2021
Stark,71,8,0,1/9/2021
Steele,1,0,0,1/9/2021
Stutsman,45,11,0,1/9/2021
Towner,7,1,0,1/9/2021
Traill,13,1,0,1/9/2021
Unknown,0,0,0,1/9/2021
Walsh,40,6,0,1/9/2021
Ward,161,17,1,1/9/2021
Wells,3,1,0,1/9/2021
Williams,89,16,0,1/9/2021
Adams,18,2,0,1/10/2021
Barnes,24,0,0,1/10/2021
Benson,9,0,0,1/10/2021
Billings,2,0,0,1/10/2021
Bottineau,6,1,0,1/10/2021
Bowman,12,1,0,1/10/2021
Burke,0,0,0,1/10/2021
Burleigh,174,19,1,1/10/2021
Cass,372,66,1,1/10/2021
Cavalier,4,1,0,1/10/2021
Dickey,13,0,0,1/10/2021
Divide,4,0,0,1/10/2021
Dunn,3,1,0,1/10/2021
Eddy,5,0,0,1/10/2021
Emmons,14,2,0,1/10/2021
Foster,7,0,0,1/10/2021
Golden Valley,14,0,0,1/10/2021
Grand Forks,133,12,0,1/10/2021
Grant,6,0,0,1/10/2021
Griggs,0,1,0,1/10/2021
Hettinger,5,0,0,1/10/2021
Kidder,5,0,0,1/10/2021
LaMoure,14,2,0,1/10/2021
Logan,2,2,0,1/10/2021
McHenry,7,0,0,1/10/2021
McIntosh,3,0,0,1/10/2021
McKenzie,30,2,0,1/10/2021
McLean,13,2,0,1/10/2021
Mercer,14,0,0,1/10/2021
Morton,75,7,0,1/10/2021
Mountrail,13,2,0,1/10/2021
Nelson,13,4,0,1/10/2021
Oliver,1,0,0,1/10/2021
Pembina,7,0,0,1/10/2021
Pierce,6,1,0,1/10/2021
Ramsey,30,3,0,1/10/2021
Ransom,25,1,0,1/10/2021
Renville,4,1,0,1/10/2021
Richland,30,1,0,1/10/2021
Rolette,82,6,0,1/10/2021
Sargent,4,0,0,1/10/2021
Sheridan,3,0,0,1/10/2021
Sioux,19,2,0,1/10/2021
Slope,1,0,0,1/10/2021
Stark,61,11,0,1/10/2021
Steele,1,0,0,1/10/2021
Stutsman,44,2,0,1/10/2021
Towner,6,1,0,1/10/2021
Traill,13,1,0,1/10/2021
Unknown,0,0,0,1/10/2021
Walsh,36,4,0,1/10/2021
Ward,156,14,0,1/10/2021
Wells,3,0,0,1/10/2021
Williams,85,7,1,1/10/2021
Adams,18,1,0,1/11/2021
Barnes,24,2,0,1/11/2021
Benson,10,2,0,1/11/2021
Billings,2,0,0,1/11/2021
Bottineau,7,0,0,1/11/2021
Bowman,14,1,0,1/11/2021
Burke,1,0,0,1/11/2021
Burleigh,192,17,0,1/11/2021
Cass,373,41,0,1/11/2021
Cavalier,4,0,0,1/11/2021
Dickey,12,1,0,1/11/2021
Divide,5,1,0,1/11/2021
Dunn,3,0,0,1/11/2021
Eddy,4,1,0,1/11/2021
Emmons,11,4,0,1/11/2021
Foster,8,1,0,1/11/2021
Golden Valley,15,0,0,1/11/2021
Grand Forks,139,19,0,1/11/2021
Grant,5,1,0,1/11/2021
Griggs,0,0,0,1/11/2021
Hettinger,4,2,0,1/11/2021
Kidder,5,0,0,1/11/2021
LaMoure,16,1,0,1/11/2021
Logan,2,0,0,1/11/2021
McHenry,7,1,1,1/11/2021
McIntosh,3,1,0,1/11/2021
McKenzie,34,3,0,1/11/2021
McLean,12,1,0,1/11/2021
Mercer,16,2,0,1/11/2021
Morton,80,8,0,1/11/2021
Mountrail,13,3,0,1/11/2021
Nelson,13,0,0,1/11/2021
Oliver,1,0,0,1/11/2021
Pembina,9,0,0,1/11/2021
Pierce,7,0,0,1/11/2021
Ramsey,37,1,0,1/11/2021
Ransom,25,1,1,1/11/2021
Renville,4,0,0,1/11/2021
Richland,26,8,0,1/11/2021
Rolette,85,10,0,1/11/2021
Sargent,4,1,0,1/11/2021
Sheridan,3,0,0,1/11/2021
Sioux,21,1,0,1/11/2021
Slope,1,0,0,1/11/2021
Stark,53,14,0,1/11/2021
Steele,1,0,0,1/11/2021
Stutsman,45,4,0,1/11/2021
Towner,9,2,0,1/11/2021
Traill,15,0,0,1/11/2021
Unknown,0,0,0,1/11/2021
Walsh,31,11,0,1/11/2021
Ward,156,19,0,1/11/2021
Wells,4,0,0,1/11/2021
Williams,85,15,0,1/11/2021
Adams,18,4,0,1/12/2021
Barnes,20,4,0,1/12/2021
Benson,11,0,0,1/12/2021
Billings,2,0,0,1/12/2021
Bottineau,6,2,0,1/12/2021
Bowman,13,1,0,1/12/2021
Burke,0,1,0,1/12/2021
Burleigh,194,22,0,1/12/2021
Cass,371,42,1,1/12/2021
Cavalier,3,1,0,1/12/2021
Dickey,12,2,0,1/12/2021
Divide,5,0,0,1/12/2021
Dunn,3,0,0,1/12/2021
Eddy,4,0,0,1/12/2021
Emmons,9,2,1,1/12/2021
Foster,9,0,0,1/12/2021
Golden Valley,15,0,1,1/12/2021
Grand Forks,129,22,0,1/12/2021
Grant,3,2,0,1/12/2021
Griggs,1,0,0,1/12/2021
Hettinger,4,1,0,1/12/2021
Kidder,5,0,0,1/12/2021
LaMoure,13,3,0,1/12/2021
Logan,2,0,0,1/12/2021
McHenry,6,2,0,1/12/2021
McIntosh,3,1,0,1/12/2021
McKenzie,31,7,0,1/12/2021
McLean,11,1,0,1/12/2021
Mercer,14,4,0,1/12/2021
Morton,87,8,0,1/12/2021
Mountrail,15,1,0,1/12/2021
Nelson,11,5,0,1/12/2021
Oliver,1,0,0,1/12/2021
Pembina,12,0,0,1/12/2021
Pierce,7,0,0,1/12/2021
Ramsey,34,7,0,1/12/2021
Ransom,28,0,1,1/12/2021
Renville,4,0,0,1/12/2021
Richland,23,4,0,1/12/2021
Rolette,96,11,1,1/12/2021
Sargent,3,1,0,1/12/2021
Sheridan,3,0,0,1/12/2021
Sioux,19,2,0,1/12/2021
Slope,0,1,0,1/12/2021
Stark,56,4,0,1/12/2021
Steele,1,0,0,1/12/2021
Stutsman,46,4,1,1/12/2021
Towner,9,0,0,1/12/2021
Traill,17,2,0,1/12/2021
Unknown,0,0,0,1/12/2021
Walsh,34,2,0,1/12/2021
Ward,165,17,2,1/12/2021
Wells,5,1,0,1/12/2021
Williams,94,5,0,1/12/2021
Adams,22,0,0,1/13/2021
Barnes,20,2,0,1/13/2021
Benson,10,1,0,1/13/2021
Billings,2,0,0,1/13/2021
Bottineau,6,0,0,1/13/2021
Bowman,18,1,0,1/13/2021
Burke,3,0,0,1/13/2021
Burleigh,205,23,0,1/13/2021
Cass,376,49,1,1/13/2021
Cavalier,3,0,0,1/13/2021
Dickey,11,2,0,1/13/2021
Divide,4,1,0,1/13/2021
Dunn,3,0,0,1/13/2021
Eddy,4,1,0,1/13/2021
Emmons,9,0,0,1/13/2021
Foster,8,1,0,1/13/2021
Golden Valley,28,1,0,1/13/2021
Grand Forks,138,10,1,1/13/2021
Grant,3,0,0,1/13/2021
Griggs,1,0,0,1/13/2021
Hettinger,4,0,0,1/13/2021
Kidder,6,0,0,1/13/2021
LaMoure,8,5,0,1/13/2021
Logan,1,1,0,1/13/2021
McHenry,5,1,0,1/13/2021
McIntosh,2,1,0,1/13/2021
McKenzie,30,3,0,1/13/2021
McLean,10,2,0,1/13/2021
Mercer,9,5,0,1/13/2021
Morton,90,7,0,1/13/2021
Mountrail,10,6,0,1/13/2021
Nelson,12,3,0,1/13/2021
Oliver,1,0,0,1/13/2021
Pembina,11,1,0,1/13/2021
Pierce,7,2,0,1/13/2021
Ramsey,39,1,0,1/13/2021
Ransom,18,9,1,1/13/2021
Renville,3,1,0,1/13/2021
Richland,29,3,0,1/13/2021
Rolette,82,14,0,1/13/2021
Sargent,3,0,0,1/13/2021
Sheridan,3,0,0,1/13/2021
Sioux,19,2,0,1/13/2021
Slope,0,0,0,1/13/2021
Stark,63,8,0,1/13/2021
Steele,1,0,0,1/13/2021
Stutsman,47,4,0,1/13/2021
Towner,9,0,0,1/13/2021
Traill,17,3,0,1/13/2021
Unknown,0,0,0,1/13/2021
Walsh,39,2,0,1/13/2021
Ward,165,19,0,1/13/2021
Wells,2,3,0,1/13/2021
Williams,95,11,0,1/13/2021
Adams,24,1,0,1/14/2021
Barnes,18,3,0,1/14/2021
Benson,12,2,0,1/14/2021
Billings,3,0,0,1/14/2021
Bottineau,8,0,0,1/14/2021
Bowman,17,1,0,1/14/2021
Burke,3,0,0,1/14/2021
Burleigh,206,20,0,1/14/2021
Cass,359,62,1,1/14/2021
Cavalier,4,1,0,1/14/2021
Dickey,12,1,0,1/14/2021
Divide,2,2,0,1/14/2021
Dunn,2,1,0,1/14/2021
Eddy,2,3,0,1/14/2021
Emmons,8,2,0,1/14/2021
Foster,9,1,0,1/14/2021
Golden Valley,29,0,0,1/14/2021
Grand Forks,145,12,0,1/14/2021
Grant,2,1,0,1/14/2021
Griggs,1,0,0,1/14/2021
Hettinger,4,1,0,1/14/2021
Kidder,5,1,0,1/14/2021
LaMoure,5,3,0,1/14/2021
Logan,1,0,0,1/14/2021
McHenry,4,2,0,1/14/2021
McIntosh,2,0,0,1/14/2021
McKenzie,26,6,0,1/14/2021
McLean,11,1,0,1/14/2021
Mercer,9,0,0,1/14/2021
Morton,84,13,0,1/14/2021
Mountrail,10,3,0,1/14/2021
Nelson,11,1,0,1/14/2021
Oliver,1,0,0,1/14/2021
Pembina,8,3,0,1/14/2021
Pierce,5,1,1,1/14/2021
Ramsey,45,6,0,1/14/2021
Ransom,19,0,0,1/14/2021
Renville,3,2,0,1/14/2021
Richland,30,4,0,1/14/2021
Rolette,75,16,0,1/14/2021
Sargent,4,0,0,1/14/2021
Sheridan,1,2,0,1/14/2021
Sioux,18,2,0,1/14/2021
Slope,0,0,0,1/14/2021
Stark,66,11,0,1/14/2021
Steele,1,0,0,1/14/2021
Stutsman,45,5,0,1/14/2021
Towner,8,3,0,1/14/2021
Traill,18,2,0,1/14/2021
Unknown,0,0,0,1/14/2021
Walsh,44,4,0,1/14/2021
Ward,161,26,0,1/14/2021
Wells,4,0,0,1/14/2021
Williams,98,17,0,1/14/2021
Adams,26,5,0,1/15/2021
Barnes,17,5,0,1/15/2021
Benson,7,5,0,1/15/2021
Billings,3,0,0,1/15/2021
