COUNTY,Total Active Cases,Total Recovered,Total Deaths,Date
Renville,9,5,0,1/29/2022
Richland,108,58,0,1/29/2022
Rolette,365,53,0,1/29/2022
Sargent,32,17,0,1/29/2022
Sheridan,7,0,0,1/29/2022
Sioux,68,4,0,1/29/2022
Slope,2,0,0,1/29/2022
Stark,356,142,0,1/29/2022
Steele,12,1,0,1/29/2022
Stutsman,321,74,0,1/29/2022
Towner,21,13,0,1/29/2022
Traill,47,18,0,1/29/2022
Unknown,0,0,0,1/29/2022
Walsh,108,38,0,1/29/2022
Ward,511,201,0,1/29/2022
Wells,8,16,0,1/29/2022
Williams,223,131,0,1/29/2022
Adams,10,5,0,1/30/2022
Barnes,55,18,0,1/30/2022
Benson,46,17,0,1/30/2022
Billings,2,0,0,1/30/2022
Bottineau,42,22,0,1/30/2022
Bowman,19,7,0,1/30/2022
Burke,3,2,0,1/30/2022
Burleigh,740,262,0,1/30/2022
Cass,1243,506,1,1/30/2022
Cavalier,9,7,0,1/30/2022
Dickey,37,16,0,1/30/2022
Divide,13,8,0,1/30/2022
Dunn,10,6,0,1/30/2022
Eddy,9,4,0,1/30/2022
Emmons,8,5,0,1/30/2022
Foster,20,6,0,1/30/2022
Golden Valley,7,3,0,1/30/2022
Grand Forks,451,222,0,1/30/2022
Grant,5,3,0,1/30/2022
Griggs,3,3,0,1/30/2022
Hettinger,21,13,0,1/30/2022
Kidder,9,2,0,1/30/2022
LaMoure,9,14,0,1/30/2022
Logan,9,5,0,1/30/2022
McHenry,13,7,0,1/30/2022
McIntosh,7,3,0,1/30/2022
McKenzie,29,21,0,1/30/2022
McLean,45,28,0,1/30/2022
Mercer,62,12,0,1/30/2022
Morton,204,76,0,1/30/2022
Mountrail,58,26,0,1/30/2022
Nelson,19,5,0,1/30/2022
Oliver,6,3,0,1/30/2022
Pembina,33,18,0,1/30/2022
Pierce,18,5,0,1/30/2022
Ramsey,73,20,0,1/30/2022
Ransom,31,18,0,1/30/2022
Renville,9,1,0,1/30/2022
Richland,77,34,0,1/30/2022
Rolette,285,83,0,1/30/2022
Sargent,23,10,0,1/30/2022
Sheridan,6,1,0,1/30/2022
Sioux,68,1,0,1/30/2022
Slope,2,0,0,1/30/2022
Stark,272,97,0,1/30/2022
Steele,9,4,0,1/30/2022
Stutsman,243,85,0,1/30/2022
Towner,15,7,0,1/30/2022
Traill,32,15,0,1/30/2022
Unknown,0,0,0,1/30/2022
Walsh,73,39,0,1/30/2022
Ward,393,148,0,1/30/2022
Wells,8,1,0,1/30/2022
Williams,173,67,0,1/30/2022
Adams,8,4,0,1/31/2022
Barnes,65,25,1,1/31/2022
Benson,40,19,0,1/31/2022
Billings,2,0,0,1/31/2022
Bottineau,43,9,0,1/31/2022
Bowman,12,12,0,1/31/2022
Burke,2,2,0,1/31/2022
Burleigh,730,222,0,1/31/2022
Cass,1247,488,0,1/31/2022
Cavalier,7,7,0,1/31/2022
Dickey,36,10,0,1/31/2022
Divide,9,7,0,1/31/2022
Dunn,18,5,0,1/31/2022
Eddy,11,4,0,1/31/2022
Emmons,14,7,0,1/31/2022
Foster,19,10,0,1/31/2022
Golden Valley,8,2,0,1/31/2022
Grand Forks,514,175,0,1/31/2022
Grant,6,1,0,1/31/2022
Griggs,3,2,0,1/31/2022
Hettinger,21,7,0,1/31/2022
Kidder,5,7,0,1/31/2022
LaMoure,8,4,0,1/31/2022
Logan,7,5,0,1/31/2022
McHenry,17,2,0,1/31/2022
McIntosh,7,2,0,1/31/2022
McKenzie,33,11,0,1/31/2022
McLean,40,19,0,1/31/2022
Mercer,56,27,0,1/31/2022
Morton,193,68,0,1/31/2022
Mountrail,68,21,0,1/31/2022
Nelson,13,8,0,1/31/2022
Oliver,7,0,0,1/31/2022
Pembina,29,20,0,1/31/2022
Pierce,17,4,0,1/31/2022
Ramsey,77,33,0,1/31/2022
Ransom,33,10,0,1/31/2022
Renville,9,2,0,1/31/2022
Richland,68,33,0,1/31/2022
Rolette,303,38,0,1/31/2022
Sargent,25,7,0,1/31/2022
Sheridan,6,3,0,1/31/2022
Sioux,68,3,0,1/31/2022
Slope,1,1,0,1/31/2022
Stark,265,99,0,1/31/2022
Steele,10,6,0,1/31/2022
Stutsman,214,71,0,1/31/2022
Towner,15,7,0,1/31/2022
Traill,34,11,0,1/31/2022
Unknown,0,0,0,1/31/2022
Walsh,60,25,0,1/31/2022
Ward,357,153,0,1/31/2022
Wells,12,3,0,1/31/2022
Williams,166,79,0,1/31/2022
Adams,7,3,0,2/1/2022
Barnes,62,10,0,2/1/2022
Benson,31,14,0,2/1/2022
Billings,1,1,0,2/1/2022
Bottineau,42,12,0,2/1/2022
Bowman,9,6,0,2/1/2022
Burke,1,1,0,2/1/2022
Burleigh,707,201,0,2/1/2022
Cass,1214,362,1,2/1/2022
Cavalier,6,2,0,2/1/2022
Dickey,34,10,0,2/1/2022
Divide,6,4,0,2/1/2022
Dunn,18,3,0,2/1/2022
Eddy,7,5,0,2/1/2022
Emmons,12,6,0,2/1/2022
Foster,25,4,0,2/1/2022
Golden Valley,5,4,0,2/1/2022
Grand Forks,456,161,0,2/1/2022
Grant,7,2,0,2/1/2022
Griggs,4,0,0,2/1/2022
Hettinger,16,9,0,2/1/2022
Kidder,5,3,0,2/1/2022
LaMoure,8,2,0,2/1/2022
Logan,6,1,0,2/1/2022
McHenry,12,9,0,2/1/2022
McIntosh,5,4,0,2/1/2022
McKenzie,40,11,0,2/1/2022
McLean,44,9,0,2/1/2022
Mercer,49,21,0,2/1/2022
Morton,208,59,0,2/1/2022
Mountrail,58,21,0,2/1/2022
Nelson,13,3,0,2/1/2022
Oliver,8,0,0,2/1/2022
Pembina,25,6,0,2/1/2022
Pierce,17,3,0,2/1/2022
Ramsey,87,9,1,2/1/2022
Ransom,41,11,0,2/1/2022
Renville,9,2,0,2/1/2022
Richland,60,30,0,2/1/2022
Rolette,324,27,0,2/1/2022
Sargent,23,11,0,2/1/2022
Sheridan,5,2,0,2/1/2022
Sioux,69,7,0,2/1/2022
Slope,0,1,0,2/1/2022
Stark,259,80,1,2/1/2022
Steele,8,3,0,2/1/2022
Stutsman,216,46,0,2/1/2022
Towner,12,4,0,2/1/2022
Traill,25,13,0,2/1/2022
Unknown,0,0,0,2/1/2022
Walsh,44,30,0,2/1/2022
Ward,335,122,1,2/1/2022
Wells,13,2,0,2/1/2022
Williams,152,56,1,2/1/2022
Adams,5,3,0,2/2/2022
Barnes,56,22,0,2/2/2022
Benson,33,14,0,2/2/2022
Billings,0,1,0,2/2/2022
Bottineau,35,18,0,2/2/2022
Bowman,13,4,0,2/2/2022
Burke,1,1,0,2/2/2022
Burleigh,676,191,0,2/2/2022
Cass,1184,372,0,2/2/2022
Cavalier,11,2,0,2/2/2022
Dickey,30,13,0,2/2/2022
Divide,7,3,0,2/2/2022
Dunn,15,5,0,2/2/2022
Eddy,11,2,0,2/2/2022
Emmons,12,1,0,2/2/2022
Foster,20,9,0,2/2/2022
Golden Valley,4,3,0,2/2/2022
Grand Forks,419,150,0,2/2/2022
Grant,7,1,0,2/2/2022
Griggs,5,2,0,2/2/2022
Hettinger,13,5,0,2/2/2022
Kidder,3,2,0,2/2/2022
LaMoure,10,4,0,2/2/2022
Logan,6,1,0,2/2/2022
McHenry,13,3,0,2/2/2022
McIntosh,10,0,0,2/2/2022
McKenzie,44,14,0,2/2/2022
McLean,42,11,0,2/2/2022
Mercer,44,16,0,2/2/2022
Morton,208,51,0,2/2/2022
Mountrail,55,22,0,2/2/2022
Nelson,9,6,0,2/2/2022
Oliver,3,6,0,2/2/2022
Pembina,28,10,0,2/2/2022
Pierce,13,5,0,2/2/2022
Ramsey,105,20,1,2/2/2022
Ransom,41,9,0,2/2/2022
Renville,11,3,0,2/2/2022
Richland,54,18,0,2/2/2022
Rolette,317,43,0,2/2/2022
Sargent,20,10,0,2/2/2022
Sheridan,6,3,0,2/2/2022
Sioux,71,4,0,2/2/2022
Slope,0,0,0,2/2/2022
Stark,242,87,0,2/2/2022
Steele,5,4,0,2/2/2022
Stutsman,257,32,0,2/2/2022
Towner,15,2,0,2/2/2022
Traill,25,10,0,2/2/2022
Unknown,0,0,0,2/2/2022
Walsh,40,24,0,2/2/2022
Ward,355,135,0,2/2/2022
Wells,18,0,0,2/2/2022
Williams,129,69,0,2/2/2022
Adams,3,3,0,2/3/2022
Barnes,67,10,0,2/3/2022
Benson,38,5,0,2/3/2022
Billings,0,0,0,2/3/2022
Bottineau,33,7,0,2/3/2022
Bowman,15,4,0,2/3/2022
Burke,3,1,0,2/3/2022
Burleigh,691,153,1,2/3/2022
Cass,1283,190,1,2/3/2022
Cavalier,16,1,0,2/3/2022
Dickey,31,1,0,2/3/2022
Divide,8,1,0,2/3/2022
Dunn,16,2,0,2/3/2022
Eddy,9,4,0,2/3/2022
Emmons,13,3,0,2/3/2022
Foster,23,1,0,2/3/2022
Golden Valley,4,0,0,2/3/2022
Grand Forks,463,73,1,2/3/2022
Grant,4,4,0,2/3/2022
Griggs,6,0,0,2/3/2022
Hettinger,13,2,0,2/3/2022
Kidder,7,0,0,2/3/2022
LaMoure,15,1,0,2/3/2022
Logan,6,1,0,2/3/2022
McHenry,19,0,0,2/3/2022
McIntosh,12,2,0,2/3/2022
McKenzie,46,5,0,2/3/2022
McLean,41,7,0,2/3/2022
Mercer,40,9,0,2/3/2022
Morton,205,51,0,2/3/2022
Mountrail,64,11,0,2/3/2022
Nelson,16,0,0,2/3/2022
Oliver,3,1,0,2/3/2022
Pembina,32,3,0,2/3/2022
Pierce,13,3,0,2/3/2022
Ramsey,119,14,1,2/3/2022
Ransom,41,5,0,2/3/2022
Renville,10,7,0,2/3/2022
Richland,72,12,0,2/3/2022
Rolette,277,61,0,2/3/2022
Sargent,21,2,0,2/3/2022
Sheridan,4,2,0,2/3/2022
Sioux,74,4,0,2/3/2022
Slope,0,0,0,2/3/2022
Stark,241,33,1,2/3/2022
Steele,5,0,0,2/3/2022
Stutsman,209,101,1,2/3/2022
Towner,16,2,0,2/3/2022
Traill,22,3,0,2/3/2022
Unknown,0,0,0,2/3/2022
Walsh,48,4,0,2/3/2022
Ward,361,67,0,2/3/2022
Wells,17,1,0,2/3/2022
Williams,129,27,0,2/3/2022
Adams,3,2,0,2/4/2022
Barnes,74,8,0,2/4/2022
Benson,45,4,0,2/4/2022
Billings,0,0,0,2/4/2022
Bottineau,33,5,0,2/4/2022
Bowman,16,3,0,2/4/2022
Burke,3,0,0,2/4/2022
Burleigh,635,161,0,2/4/2022
Cass,1294,186,0,2/4/2022
Cavalier,22,0,0,2/4/2022
Dickey,29,6,0,2/4/2022
Divide,7,1,0,2/4/2022
Dunn,12,5,0,2/4/2022
Eddy,9,1,0,2/4/2022
Emmons,13,3,0,2/4/2022
Foster,25,4,0,2/4/2022
Golden Valley,5,1,0,2/4/2022
Grand Forks,478,89,1,2/4/2022
Grant,3,2,0,2/4/2022
Griggs,8,1,0,2/4/2022
Hettinger,10,3,0,2/4/2022
Kidder,8,1,0,2/4/2022
LaMoure,14,2,0,2/4/2022
Logan,4,3,0,2/4/2022
McHenry,23,3,0,2/4/2022
McIntosh,11,4,0,2/4/2022
McKenzie,42,12,0,2/4/2022
McLean,38,10,0,2/4/2022
Mercer,35,8,0,2/4/2022
Morton,193,46,0,2/4/2022
Mountrail,74,9,0,2/4/2022
Nelson,18,1,0,2/4/2022
Oliver,3,0,0,2/4/2022
Pembina,38,6,0,2/4/2022
Pierce,11,3,0,2/4/2022
Ramsey,119,15,1,2/4/2022
Ransom,40,7,0,2/4/2022
Renville,11,0,0,2/4/2022
Richland,89,4,0,2/4/2022
Rolette,251,51,0,2/4/2022
Sargent,24,2,0,2/4/2022
Sheridan,5,0,0,2/4/2022
Sioux,75,1,0,2/4/2022
Slope,0,0,0,2/4/2022
Stark,265,31,0,2/4/2022
Steele,4,1,0,2/4/2022
Stutsman,196,35,0,2/4/2022
Towner,19,3,0,2/4/2022
Traill,23,2,1,2/4/2022
Unknown,0,0,0,2/4/2022
Walsh,47,10,0,2/4/2022
Ward,361,49,0,2/4/2022
Wells,17,2,0,2/4/2022
Williams,138,16,0,2/4/2022
Adams,4,1,0,2/5/2022
Barnes,51,28,1,2/5/2022
Benson,36,13,0,2/5/2022
Billings,0,0,0,2/5/2022
Bottineau,28,7,0,2/5/2022
Bowman,13,3,0,2/5/2022
Burke,2,1,0,2/5/2022
Burleigh,542,164,0,2/5/2022
Cass,925,463,2,2/5/2022
Cavalier,18,8,0,2/5/2022
Dickey,29,5,0,2/5/2022
Divide,4,3,0,2/5/2022
Dunn,10,5,0,2/5/2022
Eddy,8,2,0,2/5/2022
Emmons,9,4,0,2/5/2022
Foster,20,7,0,2/5/2022
Golden Valley,4,1,0,2/5/2022
Grand Forks,334,184,0,2/5/2022
Grant,3,1,0,2/5/2022
Griggs,6,2,0,2/5/2022
Hettinger,7,4,0,2/5/2022
Kidder,6,2,0,2/5/2022
LaMoure,12,4,0,2/5/2022
Logan,4,0,0,2/5/2022
McHenry,17,11,0,2/5/2022
McIntosh,9,4,0,2/5/2022
McKenzie,30,16,0,2/5/2022
McLean,33,10,0,2/5/2022
Mercer,24,14,0,2/5/2022
Morton,157,52,0,2/5/2022
Mountrail,51,28,1,2/5/2022
Nelson,9,11,0,2/5/2022
Oliver,1,2,0,2/5/2022
Pembina,24,15,0,2/5/2022
Pierce,9,4,0,2/5/2022
Ramsey,102,28,0,2/5/2022
Ransom,25,19,0,2/5/2022
Renville,8,4,0,2/5/2022
Richland,65,30,0,2/5/2022
Rolette,200,59,0,2/5/2022
Sargent,24,5,0,2/5/2022
Sheridan,3,1,1,2/5/2022
Sioux,73,3,0,2/5/2022
Slope,0,0,0,2/5/2022
Stark,181,101,0,2/5/2022
Steele,1,3,0,2/5/2022
Stutsman,152,50,0,2/5/2022
Towner,12,7,0,2/5/2022
Traill,17,9,0,2/5/2022
Unknown,0,0,0,2/5/2022
Walsh,31,20,0,2/5/2022
Ward,293,118,0,2/5/2022
Wells,12,6,0,2/5/2022
Williams,97,63,0,2/5/2022
Adams,4,0,0,2/6/2022
Barnes,42,11,0,2/6/2022
Benson,34,7,0,2/6/2022
Billings,0,0,0,2/6/2022
Bottineau,18,11,0,2/6/2022
Bowman,9,6,0,2/6/2022
Burke,2,0,0,2/6/2022
Burleigh,428,169,0,2/6/2022
Cass,689,272,1,2/6/2022
Cavalier,15,4,0,2/6/2022
Dickey,25,5,0,2/6/2022
Divide,2,2,0,2/6/2022
Dunn,9,3,0,2/6/2022
Eddy,7,2,0,2/6/2022
Emmons,7,3,0,2/6/2022
Foster,18,4,0,2/6/2022
Golden Valley,4,0,0,2/6/2022
Grand Forks,268,91,0,2/6/2022
Grant,2,1,0,2/6/2022
Griggs,7,0,0,2/6/2022
Hettinger,4,3,0,2/6/2022
Kidder,7,0,0,2/6/2022
LaMoure,9,3,0,2/6/2022
Logan,2,2,0,2/6/2022
McHenry,15,3,0,2/6/2022
McIntosh,8,1,0,2/6/2022
McKenzie,21,11,0,2/6/2022
McLean,25,12,0,2/6/2022
Mercer,19,9,0,2/6/2022
Morton,127,44,0,2/6/2022
Mountrail,45,8,0,2/6/2022
Nelson,7,2,1,2/6/2022
Oliver,1,0,0,2/6/2022
Pembina,22,4,0,2/6/2022
Pierce,8,1,0,2/6/2022
Ramsey,88,21,1,2/6/2022
Ransom,22,6,0,2/6/2022
Renville,6,3,0,2/6/2022
Richland,48,18,0,2/6/2022
Rolette,179,24,0,2/6/2022
Sargent,19,6,0,2/6/2022
Sheridan,1,2,0,2/6/2022
Sioux,73,1,0,2/6/2022
Slope,0,0,0,2/6/2022
Stark,137,54,0,2/6/2022
Steele,0,1,0,2/6/2022
Stutsman,132,27,0,2/6/2022
Towner,10,3,0,2/6/2022
Traill,8,9,0,2/6/2022
Unknown,0,0,0,2/6/2022
Walsh,26,9,0,2/6/2022
Ward,225,99,0,2/6/2022
Wells,10,3,0,2/6/2022
Williams,69,34,0,2/6/2022
Adams,3,1,0,2/7/2022
Barnes,46,17,0,2/7/2022
Benson,36,11,0,2/7/2022
Billings,0,0,0,2/7/2022
Bottineau,17,10,0,2/7/2022
Bowman,11,3,0,2/7/2022
Burke,3,0,0,2/7/2022
Burleigh,436,120,1,2/7/2022
Cass,617,308,2,2/7/2022
Cavalier,15,6,0,2/7/2022
Dickey,21,7,0,2/7/2022
Divide,2,1,0,2/7/2022
Dunn,12,3,0,2/7/2022
Eddy,5,3,0,2/7/2022
Emmons,6,2,0,2/7/2022
Foster,19,4,0,2/7/2022
Golden Valley,2,2,0,2/7/2022
Grand Forks,272,111,0,2/7/2022
Grant,2,0,0,2/7/2022
Griggs,8,0,0,2/7/2022
Hettinger,6,2,0,2/7/2022
Kidder,5,4,0,2/7/2022
LaMoure,9,3,0,2/7/2022
Logan,2,1,0,2/7/2022
McHenry,8,9,0,2/7/2022
McIntosh,6,2,0,2/7/2022
McKenzie,17,11,0,2/7/2022
McLean,15,14,0,2/7/2022
Mercer,19,8,0,2/7/2022
Morton,113,55,1,2/7/2022
Mountrail,51,18,0,2/7/2022
Nelson,6,2,0,2/7/2022
Oliver,0,1,0,2/7/2022
Pembina,17,14,0,2/7/2022
Pierce,6,4,0,2/7/2022
Ramsey,77,30,0,2/7/2022
Ransom,21,8,0,2/7/2022
Renville,3,3,0,2/7/2022
Richland,51,15,0,2/7/2022
Rolette,176,30,1,2/7/2022
Sargent,17,6,0,2/7/2022
Sheridan,6,0,0,2/7/2022
Sioux,76,1,0,2/7/2022
Slope,0,0,0,2/7/2022
Stark,133,56,0,2/7/2022
Steele,0,0,0,2/7/2022
Stutsman,80,66,0,2/7/2022
Towner,5,5,0,2/7/2022
Traill,12,5,0,2/7/2022
Unknown,0,0,0,2/7/2022
Walsh,19,16,0,2/7/2022
Ward,200,115,0,2/7/2022
Wells,8,3,0,2/7/2022
Williams,58,34,0,2/7/2022
Adams,3,0,0,2/8/2022
Barnes,43,13,0,2/8/2022
Benson,45,10,0,2/8/2022
Billings,0,0,0,2/8/2022
Bottineau,20,4,0,2/8/2022
Bowman,7,5,0,2/8/2022
Burke,2,2,0,2/8/2022
Burleigh,447,110,0,2/8/2022
Cass,598,224,0,2/8/2022
Cavalier,12,5,0,2/8/2022
Dickey,21,5,0,2/8/2022
Divide,2,0,0,2/8/2022
Dunn,10,3,0,2/8/2022
Eddy,10,1,0,2/8/2022
Emmons,4,3,0,2/8/2022
Foster,19,3,0,2/8/2022
Golden Valley,3,0,0,2/8/2022
Grand Forks,240,88,1,2/8/2022
Grant,2,0,0,2/8/2022
Griggs,4,5,0,2/8/2022
Hettinger,3,4,0,2/8/2022
Kidder,5,2,0,2/8/2022
LaMoure,11,1,0,2/8/2022
Logan,2,0,0,2/8/2022
McHenry,8,2,0,2/8/2022
McIntosh,12,3,0,2/8/2022
McKenzie,17,7,0,2/8/2022
McLean,13,6,0,2/8/2022
Mercer,21,5,0,2/8/2022
Morton,115,30,0,2/8/2022
Mountrail,53,12,0,2/8/2022
Nelson,4,4,0,2/8/2022
Oliver,1,0,0,2/8/2022
Pembina,16,7,0,2/8/2022
Pierce,11,1,0,2/8/2022
Ramsey,89,14,0,2/8/2022
Ransom,22,7,1,2/8/2022
Renville,3,1,0,2/8/2022
Richland,40,16,0,2/8/2022
Rolette,201,29,1,2/8/2022
Sargent,23,2,0,2/8/2022
Sheridan,7,0,0,2/8/2022
Sioux,76,0,0,2/8/2022
Slope,0,0,0,2/8/2022
Stark,124,42,1,2/8/2022
Steele,1,0,0,2/8/2022
Stutsman,95,26,0,2/8/2022
Towner,4,3,0,2/8/2022
Traill,16,2,0,2/8/2022
Unknown,0,0,0,2/8/2022
Walsh,15,11,0,2/8/2022
Ward,215,52,1,2/8/2022
Wells,9,0,0,2/8/2022
Williams,62,16,0,2/8/2022
Adams,2,1,0,2/9/2022
Barnes,39,18,0,2/9/2022
Benson,35,15,0,2/9/2022
Billings,0,0,0,2/9/2022
Bottineau,18,6,0,2/9/2022
Bowman,10,1,0,2/9/2022
Burke,2,0,0,2/9/2022
Burleigh,443,89,0,2/9/2022
Cass,584,168,1,2/9/2022
Cavalier,14,2,0,2/9/2022
Dickey,21,8,0,2/9/2022
Divide,2,0,0,2/9/2022
Dunn,7,4,0,2/9/2022
Eddy,13,1,0,2/9/2022
Emmons,8,1,0,2/9/2022
Foster,19,3,0,2/9/2022
Golden Valley,3,2,0,2/9/2022
Grand Forks,244,84,1,2/9/2022
Grant,1,1,0,2/9/2022
Griggs,4,0,0,2/9/2022
Hettinger,2,1,0,2/9/2022
Kidder,6,0,0,2/9/2022
LaMoure,12,4,0,2/9/2022
Logan,3,0,0,2/9/2022
McHenry,6,5,0,2/9/2022
McIntosh,21,7,0,2/9/2022
McKenzie,25,1,0,2/9/2022
McLean,12,5,0,2/9/2022
Mercer,18,6,0,2/9/2022
Morton,102,34,0,2/9/2022
Mountrail,47,18,0,2/9/2022
Nelson,4,1,0,2/9/2022
Oliver,1,0,0,2/9/2022
Pembina,19,5,0,2/9/2022
Pierce,11,2,0,2/9/2022
Ramsey,109,9,0,2/9/2022
Ransom,21,3,0,2/9/2022
Renville,2,2,0,2/9/2022
Richland,44,9,0,2/9/2022
Rolette,207,21,0,2/9/2022
Sargent,25,4,0,2/9/2022
Sheridan,7,1,0,2/9/2022
Sioux,80,1,0,2/9/2022
Slope,1,0,0,2/9/2022
Stark,122,39,0,2/9/2022
Steele,1,0,0,2/9/2022
Stutsman,110,22,0,2/9/2022
Towner,4,1,0,2/9/2022
Traill,15,5,0,2/9/2022
Unknown,0,0,0,2/9/2022
Walsh,19,4,0,2/9/2022
Ward,198,73,0,2/9/2022
Wells,7,2,0,2/9/2022
Williams,62,22,0,2/9/2022
Adams,8,1,0,2/10/2022
Barnes,36,7,0,2/10/2022
Benson,41,3,0,2/10/2022
Billings,1,0,0,2/10/2022
Bottineau,21,4,0,2/10/2022
Bowman,8,3,0,2/10/2022
Burke,2,1,0,2/10/2022
Burleigh,443,108,1,2/10/2022
Cass,624,102,1,2/10/2022
Cavalier,15,2,0,2/10/2022
Dickey,12,10,0,2/10/2022
Divide,1,2,0,2/10/2022
Dunn,10,2,0,2/10/2022
Eddy,14,3,0,2/10/2022
Emmons,8,1,0,2/10/2022
Foster,18,3,0,2/10/2022
Golden Valley,3,0,0,2/10/2022
Grand Forks,267,50,0,2/10/2022
Grant,1,0,0,2/10/2022
Griggs,3,1,0,2/10/2022
Hettinger,4,1,0,2/10/2022
Kidder,8,1,0,2/10/2022
LaMoure,18,1,0,2/10/2022
Logan,5,0,0,2/10/2022
McHenry,8,1,0,2/10/2022
McIntosh,17,5,0,2/10/2022
McKenzie,27,5,0,2/10/2022
McLean,10,4,0,2/10/2022
Mercer,13,8,0,2/10/2022
Morton,113,19,0,2/10/2022
Mountrail,52,4,0,2/10/2022
Nelson,5,1,0,2/10/2022
Oliver,2,0,0,2/10/2022
Pembina,13,7,0,2/10/2022
Pierce,9,3,0,2/10/2022
Ramsey,104,19,0,2/10/2022
Ransom,20,7,0,2/10/2022
Renville,3,0,0,2/10/2022
Richland,36,11,0,2/10/2022
Rolette,197,39,0,2/10/2022
Sargent,23,5,0,2/10/2022
Sheridan,9,2,0,2/10/2022
Sioux,13,69,0,2/10/2022
Slope,1,0,0,2/10/2022
Stark,114,29,0,2/10/2022
Steele,1,0,0,2/10/2022
Stutsman,97,41,0,2/10/2022
Towner,6,0,0,2/10/2022
Traill,19,4,0,2/10/2022
Unknown,0,0,0,2/10/2022
Walsh,25,3,0,2/10/2022
Ward,196,56,0,2/10/2022
Wells,4,4,0,2/10/2022
Williams,73,15,0,2/10/2022
Adams,11,1,0,2/11/2022
Barnes,40,5,0,2/11/2022
Benson,45,4,0,2/11/2022
Billings,1,0,0,2/11/2022
Bottineau,21,4,0,2/11/2022
Bowman,9,0,0,2/11/2022
Burke,2,0,0,2/11/2022
Burleigh,413,89,1,2/11/2022
Cass,624,101,1,2/11/2022
Cavalier,15,3,0,2/11/2022
Dickey,11,1,0,2/11/2022
Divide,0,1,0,2/11/2022
Dunn,9,6,0,2/11/2022
Eddy,16,2,0,2/11/2022
Emmons,6,2,0,2/11/2022
Foster,20,2,0,2/11/2022
Golden Valley,2,1,0,2/11/2022
Grand Forks,252,63,0,2/11/2022
Grant,1,1,0,2/11/2022
Griggs,3,0,0,2/11/2022
Hettinger,4,1,0,2/11/2022
Kidder,7,1,0,2/11/2022
LaMoure,14,4,0,2/11/2022
Logan,5,0,0,2/11/2022
McHenry,11,1,0,2/11/2022
McIntosh,17,0,0,2/11/2022
McKenzie,33,2,0,2/11/2022
McLean,15,2,0,2/11/2022
Mercer,15,2,0,2/11/2022
Morton,111,19,0,2/11/2022
Mountrail,51,8,0,2/11/2022
Nelson,6,2,0,2/11/2022
Oliver,4,0,0,2/11/2022
Pembina,14,3,0,2/11/2022
Pierce,9,2,0,2/11/2022
Ramsey,102,10,0,2/11/2022
Ransom,25,2,0,2/11/2022
Renville,2,1,0,2/11/2022
Richland,32,4,0,2/11/2022
Rolette,202,25,0,2/11/2022
Sargent,22,2,0,2/11/2022
Sheridan,8,1,0,2/11/2022
Sioux,14,0,0,2/11/2022
Slope,0,1,0,2/11/2022
Stark,125,17,0,2/11/2022
Steele,1,0,0,2/11/2022
Stutsman,97,11,0,2/11/2022
Towner,8,2,0,2/11/2022
Traill,19,2,1,2/11/2022
Unknown,0,0,0,2/11/2022
Walsh,29,4,0,2/11/2022
Ward,191,48,0,2/11/2022
Wells,5,1,0,2/11/2022
Williams,75,12,0,2/11/2022
Adams,11,0,0,2/12/2022
Barnes,25,16,0,2/12/2022
Benson,37,9,0,2/12/2022
Billings,1,0,0,2/12/2022
Bottineau,18,7,0,2/12/2022
Bowman,6,3,0,2/12/2022
Burke,1,2,0,2/12/2022
Burleigh,331,103,0,2/12/2022
Cass,469,194,1,2/12/2022
Cavalier,9,6,0,2/12/2022
Dickey,11,0,0,2/12/2022
Divide,0,0,0,2/12/2022
Dunn,4,5,0,2/12/2022
Eddy,15,1,0,2/12/2022
Emmons,5,1,0,2/12/2022
Foster,13,7,0,2/12/2022
Golden Valley,2,1,0,2/12/2022
Grand Forks,206,73,0,2/12/2022
Grant,1,0,0,2/12/2022
Griggs,2,1,0,2/12/2022
Hettinger,2,2,0,2/12/2022
Kidder,5,2,0,2/12/2022
LaMoure,9,6,0,2/12/2022
Logan,4,1,0,2/12/2022
McHenry,8,4,0,2/12/2022
McIntosh,15,2,0,2/12/2022
McKenzie,24,11,0,2/12/2022
McLean,16,2,0,2/12/2022
Mercer,11,4,1,2/12/2022
Morton,92,33,0,2/12/2022
Mountrail,35,18,0,2/12/2022
Nelson,3,3,0,2/12/2022
Oliver,3,1,0,2/12/2022
Pembina,11,4,0,2/12/2022
Pierce,7,4,0,2/12/2022
Ramsey,100,16,1,2/12/2022
Ransom,20,7,0,2/12/2022
Renville,1,1,0,2/12/2022
Richland,24,11,0,2/12/2022
Rolette,189,20,0,2/12/2022
Sargent,19,3,0,2/12/2022
Sheridan,4,6,0,2/12/2022
Sioux,15,1,0,2/12/2022
Slope,0,0,0,2/12/2022
Stark,96,42,0,2/12/2022
Steele,1,0,0,2/12/2022
Stutsman,69,33,0,2/12/2022
Towner,7,1,0,2/12/2022
Traill,15,5,0,2/12/2022
Unknown,0,0,0,2/12/2022
Walsh,27,5,0,2/12/2022
Ward,162,48,0,2/12/2022
Wells,5,0,0,2/12/2022
Williams,67,16,0,2/12/2022
Adams,10,1,0,2/13/2022
Barnes,20,7,0,2/13/2022
Benson,30,11,0,2/13/2022
Billings,1,0,0,2/13/2022
Bottineau,17,2,0,2/13/2022
Bowman,5,1,0,2/13/2022
Burke,1,0,0,2/13/2022
